Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2015-07-06,28.219823837280273,28.271336965967965,27.96226161130483,27.98241951687184,112241600
2015-07-07,28.150394439697266,28.25341898753942,27.720376781172924,28.19518712702638,187787200
2015-07-08,27.45161247253418,27.91522371167966,27.444893741474726,27.879389909785505,243046400
2015-07-09,26.89168930053711,27.785316210964446,26.701317892774203,27.738283395545196,314380000
2015-07-10,27.610633850097656,27.73829489020388,27.14702252458227,27.310519081989927,245418000
2015-07-13,28.143674850463867,28.16607119344643,27.843558386556932,28.002574643083992,165762000
2015-07-14,28.132474899291992,28.302690176077444,28.004813868885748,28.228780708807676,127072400
2015-07-15,28.403478622436523,28.47738810024982,28.125760179760306,28.157115405123832,134596800
2015-07-16,28.78197479248047,28.79541567234173,28.522174169960014,28.60952109301468,144889600
2015-07-17,29.030576705932617,29.030576705932617,28.737180732765378,28.909636132685453,184658800
2015-07-20,29.57929801940918,29.780866779940922,29.272461168092807,29.332933163237243,235600800
2015-07-21,29.283658981323242,29.76966652525816,29.187354898095368,29.75399062640201,307025600
2015-07-22,28.045124053955078,28.107834486983236,27.32171051013763,27.32171051013763,461802400
2015-07-23,28.031692504882812,28.463946896391388,28.00929445230741,28.264616531337147,203998000
2015-07-24,27.883874893188477,28.16159332934246,27.749495114967623,28.067527655461017,168649200
2015-07-27,27.496408462524414,27.68454149849545,27.35083138209292,27.56807778367257,177822000
2015-07-28,27.63302230834961,27.751726143987213,27.44713116877398,27.63302230834961,134472400
2015-07-29,27.54568099975586,27.659904565881615,27.384424602573944,27.58151651412134,148046800
2015-07-30,27.406824111938477,27.451616798547704,27.259005170411385,27.395625085920436,134513200
2015-07-31,27.167179107666016,27.467293861163242,27.07983217441047,27.458334982274028,171540000
2015-08-03,26.52663803100586,27.451620637829638,26.32058720108409,27.211976142618397,279904000
2015-08-04,25.67555809020996,26.360896065522866,25.364244323075575,26.298185624478727,496554400
