Date,Close,High,Low,Open,Volume
,NVDA,NVDA,NVDA,NVDA,NVDA
2015-07-06,0.48813825845718384,0.49685069483337535,0.48450811029220014,0.4900743874853179,214776000
2015-07-07,0.47894173860549927,0.4871701560219159,0.46369499146191645,0.4852340849593034,594252000
2015-07-08,0.47555360198020935,0.4791837786243234,0.4716814020197893,0.4762796430790481,332492000
2015-07-09,0.469745397567749,0.48523420055925687,0.4668412614318839,0.48305607681979407,357588000
2015-07-10,0.47797372937202454,0.4823299472027359,0.47458554712588014,0.47579560603162885,216708000
2015-07-13,0.48111987113952637,0.4837819833271906,0.47797371232676045,0.48281394777714526,212472000
2015-07-14,0.48136189579963684,0.4823299602604915,0.4750696066294451,0.4818459424551046,249216000
2015-07-15,0.47797372937202454,0.4832979827873029,0.47361751154131315,0.48015182386234023,265732000
2015-07-16,0.4886223375797272,0.4886223375797272,0.47918385940386937,0.48087793635335635,282848000
2015-07-17,0.4857179820537567,0.4874120583383302,0.4794256657395433,0.4869280695142497,220372000
2015-07-20,0.47676366567611694,0.48765422456851537,0.47555360678252595,0.48571809571867414,188412000
2015-07-21,0.47894173860549927,0.48571807387487814,0.4757955798536364,0.4757955798536364,149720000
2015-07-22,0.469745397567749,0.47555369868956443,0.4639371252960188,0.47555369868956443,356472000
2015-07-23,0.47555360198020935,0.4825719319521314,0.46974530203957926,0.470713366454724,169916000
2015-07-24,0.4699873626232147,0.4794258111062948,0.4680512624894829,0.4789417932853823,188844000
2015-07-27,0.46732521057128906,0.47264946417888076,0.46200095696369736,0.465873128291909,192420000
2015-07-28,0.47748973965644836,0.4806358699163255,0.46369504423971186,0.46853528014731577,198308000
2015-07-29,0.4832979142665863,0.48717011375602387,0.47458547984038973,0.4765215795851085,232680000
2015-07-30,0.4845080077648163,0.4893482427606558,0.48208786141682025,0.48208786141682025,190180000
2015-07-31,0.4828140437602997,0.48668621558034564,0.47990990768274405,0.4864442210697654,218340000
2015-08-03,0.4910423755645752,0.4915263644995839,0.4803938400422341,0.4866861289485415,397132000
2015-08-04,0.4929783344268799,0.4944304163015062,0.48741205904090956,0.48934818744046005,260100000
2015-08-05,0.4980607330799103,0.5055630808537376,0.49709263981218627,0.5050790342198757,234628000
2015-08-06,0.49491462111473083,0.5004808982809609,0.4866861737601967,0.496850692433348,655676000
2015-08-07,0.5561435222625732,0.5655819395597206,0.5295221736496627,0.5435588889328445,1405248000
2015-08-10,0.5755046010017395,0.5796187957365015,0.5488832459177163,0.552271457199429,662304000
2015-08-11,0.5726003050804138,0.5781665808451447,0.5670340293156829,0.5670340293156829,435008000
